Time,Pressure,deltaTime,deltaPress,Sum_1,Sum_2,Sn
1089.32,3604.01123,1086.17,-36.99511,7.49898213076,6.990413026,14.4893951568
1090.97,3603.97852,1087.83,-37.02759,7.49990076374,6.99194016521,14.491840929
1092.63,3603.94604,1089.49,-37.06006,7.50081855362,6.99346497582,14.4942835294
1094.29,3603.91357,1091.14,-37.09253,7.50172998065,6.99497830024,14.4967082809
1095.94,3603.8811,1092.8,-37.125,7.50264609399,6.99649848882,14.4991445828
1097.6,3603.84863,1094.45,-37.15747,7.50355585764,6.99800723296,14.5015630906
1099.25,3603.81616,1096.11,-37.18994,7.50447030055,6.99952282744,14.503993128
1100.91,3603.78369,1097.77,-37.22241,7.50538390803,7.00103612836,14.5064200364
1102.57,3603.75122,1099.42,-37.25464,7.50629118545,7.002538047,14.5088292324
1104.22,3603.71899,1101.08,-37.28711,7.50720313162,7.0040467953,14.5112499269
1105.88,3603.68652,1102.73,-37.31958,7.50810876074,7.00554420234,14.5136529631
1107.53,3603.65405,1104.39,-37.3518,7.50901905164,7.00704842532,14.516067477
1109.19,3603.62183,1106.05,-37.38403,7.50992851467,7.00855038902,14.5184789037
1110.85,3603.5896,1107.7,-37.4165,7.51083168008,7.01004107252,14.5208727526
1112.5,3603.55713,1109.36,-37.44873,7.51173949682,7.01153855145,14.5232780483
1114.16,3603.5249,1111.01,-37.48095,7.51264102883,7.0130247905,14.5256658193
1115.81,3603.49268,1112.67,-37.51318,7.51354720525,7.01451781136,14.5280650166
1117.47,3603.46045,1114.33,-37.54541,7.51445256126,7.01600860642,14.5304611677
1119.13,3603.42822,1115.98,-37.57763,7.51535165177,7.01748822163,14.5328398734
1120.78,3603.396,1117.64,-37.60986,7.51625537632,7.01897459828,14.5352299746
1122.44,3603.36377,1119.29,-37.64209,7.51715284812,7.0204498347,14.5376026828
1124.09,3603.33154,1120.95,-37.67407,7.51805494708,7.02193181904,14.5399867661
1125.75,3603.29956,1122.61,-37.7063,7.51895623299,7.02341161036,14.5423678434
1127.41,3603.26733,1124.26,-37.73828,7.5198512852,7.02488032043,14.5447316056
1129.06,3603.23535,1125.92,-37.77051,7.52075095428,7.02635575822,14.5471067125
1130.72,3603.20312,1127.57,-37.80249,7.52164440228,7.02782015371,14.549464556
1132.37,3603.17114,1129.23,-37.83471,7.52254246032,7.02929126351,14.5518337238
1134.03,3603.13892,1130.89,-37.8667,7.52343971257,7.03076021232,14.5541999249
1135.69,3603.10693,1132.54,-37.89868,7.5243307626,7.03221817682,14.5565489394
1137.34,3603.07495,1134.2,-37.93066,7.52522641245,7.03368283558,14.558909248
1139.0,3603.04297,1135.85,-37.96264,7.52611587257,7.03513654831,14.5612524209
1140.65,3603.01099,1137.51,-37.99463,7.52700992572,7.036596942,14.5636068677
1142.31,3602.979,1139.17,-38.02661,7.52790318025,7.03805520604,14.5659583863
1143.97,3602.94702,1140.82,-38.05859,7.52879026373,7.03950258106,14.5682928448
1145.62,3602.91504,1142.48,-38.09033,7.5296819301,7.04095661714,14.5706385472
1147.28,3602.8833,1144.13,-38.12231,7.53056743777,7.04239980185,14.5729672396
1148.93,3602.85132,1145.79,-38.15429,7.5314575216,7.04384963441,14.575307156
1150.59,3602.81934,1147.45,-38.18603,7.53234681389,7.045297368,14.5776441819
1152.25,3602.7876,1149.1,-38.21801,7.53322996597,7.04673430626,14.5799642722
1153.9,3602.75562,1150.76,-38.24975,7.53411768413,7.04817787264,14.5822955568
1155.56,3602.72388,1152.41,-38.28149,7.53499927434,7.04961068072,14.5846099551
1157.21,3602.69214,1154.07,-38.31347,7.53588542393,7.05105010381,14.5869355277
1158.87,3602.66016,1155.73,-38.34521,7.53677078896,7.05248745794,14.5892582469
1160.53,3602.62842,1157.38,-38.37695,7.53765004435,7.05391410888,14.5915641532
1162.18,3602.59668,1159.04,-38.40869,7.53853384911,7.05534735525,14.5938812044
1163.84,3602.56494,1160.69,-38.44043,7.53941155636,7.05676993485,14.5961814912
1165.49,3602.5332,1162.35,-38.47217,7.54029380635,7.05819909688,14.5984929032
1167.15,3602.50146,1164.01,-38.5039,7.54117527866,7.05962621932,14.600801498
1168.81,3602.46973,1165.66,-38.53564,7.54205067158,7.06104272919,14.6030934008
1170.46,3602.43799,1167.32,-38.56738,7.5429305973,7.06246580207,14.6053963994
1172.12,3602.40625,1168.97,-38.59887,7.54380445564,7.06387829818,14.6076827538
1173.77,3602.37476,1170.63,-38.63061,7.54468284019,7.06529734441,14.6099801846
1175.43,3602.34302,1172.29,-38.66235,7.54556045386,7.0667143798,14.6122748337
1177.09,3602.31128,1173.94,-38.69384,7.5464320181,7.06812089176,14.6145529099
1178.74,3602.27979,1175.6,-38.72534,7.54730809868,7.06953393454,14.6168420332
1180.4,3602.24829,1177.25,-38.75708,7.54817814173,7.07093648912,14.6191146309
1182.05,3602.21655,1178.91,-38.78857,7.54905269456,7.07234556175,14.6213982563
1183.71,3602.18506,1180.57,-38.82007,7.54992648322,7.07375265168,14.6236791349
1185.37,3602.15356,1182.22,-38.8518,7.55079425214,7.07514930586,14.625943558
1187.02,3602.12183,1183.88,-38.8833,7.55166652103,7.07655245896,14.62821898
1188.68,3602.09033,1185.53,-38.91479,7.55253278196,7.07794521096,14.6304779929
1190.33,3602.05884,1187.19,-38.94629,7.55340353636,7.0793444492,14.6327479856
1191.99,3602.02734,1188.85,-38.97778,7.55427353321,7.0807417323,14.6350152655
1193.65,3601.99585,1190.5,-39.00927,7.5551375397,7.08212866593,14.6372662056
1195.3,3601.96436,1192.16,-39.04077,7.55600602994,7.08352206681,14.6395280967
1196.96,3601.93286,1193.81,-39.07226,7.55686854148,7.08490515231,14.6417736938
1198.61,3601.90137,1195.47,-39.10351,7.55773553031,7.08629469248,14.6440302228
1200.27,3601.87012,1197.13,-39.13501,7.55860176812,7.08768230451,14.6462840726
1201.93,3601.83862,1198.78,-39.1665,7.55946204467,7.08905965195,14.6485216966
1203.58,3601.80713,1200.44,-39.19775,7.56032678885,7.09044343524,14.6507702241
1205.24,3601.77588,1202.09,-39.22925,7.56118558332,7.0918169875,14.6530025708
1206.89,3601.74438,1203.75,-39.26074,7.562048839,7.09319696311,14.6552458021
1208.55,3601.71289,1205.41,-39.29199,7.56291135012,7.09457503702,14.6574863871
1210.21,3601.68164,1207.06,-39.32324,7.5637679288,7.09594292989,14.6597108587
1211.86,3601.65039,1208.72,-39.35473,7.56462895909,7.09731722743,14.6619461865
1213.52,3601.6189,1210.37,-39.38598,7.56548406839,7.09868137697,14.6641654454
1215.17,3601.58765,1212.03,-39.41723,7.56634362294,7.1000519188,14.6663955417
1216.83,3601.5564,1213.69,-39.44873,7.56720243928,7.10142058481,14.6686230241
1218.49,3601.5249,1215.34,-39.47998,7.56805535175,7.10277915202,14.6708345038
1220.14,3601.49365,1217.0,-39.51123,7.56891269992,7.10414409299,14.6730567929
1221.8,3601.4624,1218.65,-39.54248,7.56976415554,7.10549896766,14.6752631232
1223.45,3601.43115,1220.31,-39.57373,7.57062004055,7.10686020381,14.6774802444
1225.11,3601.3999,1221.97,-39.60498,7.57147519365,7.10821958951,14.6796947832
1226.77,3601.36865,1223.62,-39.63623,7.57232447115,7.10956895735,14.6818934285
1228.42,3601.3374,1225.28,-39.66748,7.57317816856,7.11092466829,14.6841028368
1230.08,3601.30615,1226.93,-39.69873,7.5740260016,7.11227039337,14.686296395
1231.73,3601.2749,1228.59,-39.72973,7.57487824827,7.11362244935,14.6885006976
1233.39,3601.2439,1230.25,-39.76098,7.57572976923,7.11497267975,14.690702449
1235.05,3601.21265,1231.9,-39.79223,7.57657544261,7.11631297197,14.6928884146
1236.7,3601.1814,1233.56,-39.82348,7.57742552022,7.11765957686,14.6950850971
1238.36,3601.15015,1235.21,-39.85449,7.57826976137,7.11899627509,14.6972660365
1240.01,3601.11914,1236.87,-39.88574,7.57911840051,7.1203392739,14.6994576744
1241.67,3601.08789,1238.53,-39.91675,7.57996632006,7.12168047149,14.7016467915
1243.33,3601.05688,1240.18,-39.948,7.58080841979,7.12301180935,14.7038202291
1244.98,3601.02563,1241.84,-39.979,7.58165490816,7.12434942972,14.7060043379
1246.64,3600.99463,1243.49,-40.01025,7.58249558773,7.12567722139,14.7081728091
1248.29,3600.96338,1245.15,-40.04126,7.58334064974,7.12701128357,14.7103519333
1249.95,3600.93237,1246.81,-40.07226,7.58418499822,7.12834356839,14.7125285666
1251.61,3600.90137,1248.46,-40.10351,7.58502355437,7.12966607076,14.7146896251
1253.26,3600.87012,1250.12,-40.13452,7.58586648369,7.13099482569,14.7168613094
1254.92,3600.83911,1251.77,-40.16552,7.58670363159,7.13231382871,14.7190174603
1256.57,3600.80811,1253.43,-40.19653,7.58754514651,7.1336390724,14.7211842189
1258.23,3600.7771,1255.09,-40.22754,7.58838595388,7.13496256214,14.723348516
1259.89,3600.74609,1256.74,-40.25879,7.58922099614,7.13627634551,14.7254973417
1261.54,3600.71484,1258.4,-40.28979,7.59006039621,7.13759635174,14.727656748
1263.2,3600.68384,1260.05,-40.3208,7.590894042,7.1389066817,14.7298007237
1264.85,3600.65283,1261.71,-40.3518,7.59173203948,7.14022322272,14.7319552622
1266.51,3600.62183,1263.37,-40.38281,7.59256933531,7.14153803273,14.734107368
1268.17,3600.59082,1265.02,-40.41382,7.59340089302,7.14284321131,14.7362441043
1269.82,3600.55981,1266.68,-40.44458,7.59423679327,7.14415458331,14.7383913766
1271.48,3600.52905,1268.33,-40.47558,7.59506696612,7.1454563535,14.7405233196
1273.13,3600.49805,1269.99,-40.50659,7.59590147544,7.14676430541,14.7426657808
1274.79,3600.46704,1271.65,-40.53759,7.59673528893,7.1480705488,14.7448058377
1276.45,3600.43604,1273.3,-40.5686,7.59756339105,7.14936723458,14.7469306256
1278.1,3600.40503,1274.96,-40.59936,7.59839582055,7.15067008455,14.7490659051
1279.76,3600.37427,1276.61,-40.63037,7.59922254928,7.1519634061,14.7511859554
1281.41,3600.34326,1278.27,-40.66137,7.60005359936,7.15326288023,14.7533164796
1283.07,3600.31226,1279.93,-40.69214,7.60088395937,7.15456066792,14.7554446273
1284.73,3600.28149,1281.58,-40.72314,7.6017086345,7.1558489707,14.7575576052
1286.38,3600.25049,1283.24,-40.7539,7.60253762194,7.1571434087,14.7596810306
1288.04,3600.21973,1284.89,-40.78491,7.60336093501,7.15842839055,14.7617893256
1289.69,3600.18872,1286.55,-40.81567,7.60418855441,7.1597194961,14.7639080505
1291.35,3600.15796,1288.21,-40.84668,7.60501548943,7.16100893685,14.7660244263
1293.01,3600.12695,1289.86,-40.87744,7.60583676581,7.16228896433,14.7681257301
1294.66,3600.09619,1291.52,-40.90844,7.60666233954,7.16357509829,14.7702374378
1296.32,3600.06519,1293.17,-40.93921,7.60748226507,7.16485184731,14.7723341124
1297.97,3600.03442,1294.83,-40.97021,7.60830648199,7.16613469139,14.7744411734
1299.63,3600.00342,1296.49,-41.00097,7.60913002015,7.16741589188,14.776545912
1301.29,3599.97266,1298.14,-41.03174,7.60994792568,7.16868774969,14.7786356754
1302.94,3599.94189,1299.8,-41.0625,7.61077011371,7.16996568546,14.7807357992
1304.6,3599.91113,1301.45,-41.0935,7.61158667945,7.17123430649,14.7828209859
1306.25,3599.88013,1303.11,-41.12426,7.61240752177,7.17250899413,14.7849165159
1307.91,3599.84937,1304.77,-41.15503,7.61322769086,7.17378205901,14.7870097499
1309.57,3599.8186,1306.42,-41.18579,7.6140422531,7.17504585079,14.7890881039
1311.22,3599.78784,1308.08,-41.21655,7.61486108308,7.17631569223,14.7911767753
1312.88,3599.75708,1309.73,-41.24731,7.61567431645,7.17757628808,14.7932506045
1314.53,3599.72632,1311.39,-41.27832,7.61649181168,7.17884292236,14.795334734
1316.19,3599.69531,1313.05,-41.30908,7.61730863916,7.18010795431,14.7974165935
1317.85,3599.66455,1314.7,-41.33984,7.61811988534,7.1813637817,14.799483667
1319.5,3599.63379,1316.36,-41.3706,7.61893538458,7.18262563071,14.8015610153
1321.16,3599.60303,1318.01,-41.40136,7.61974531268,7.18387830229,14.803623615
1322.81,3599.57227,1319.67,-41.43213,7.620559488,7.18513698433,14.8056964723
1324.47,3599.5415,1321.33,-41.46289,7.62137300099,7.18639408407,14.8077670851
1326.13,3599.51074,1322.98,-41.49341,7.62218095799,7.18764204684,14.8098230048
1327.78,3599.48022,1324.64,-41.52417,7.62299315349,7.18889600339,14.8118891569
1329.44,3599.44946,1326.29,-41.55493,7.62379980306,7.1901408497,14.8139406528
1331.09,3599.4187,1327.95,-41.58569,7.62461068534,7.19139167873,14.8160023641
1332.75,3599.38794,1329.61,-41.61645,7.62542091063,7.19264094513,14.8180618558
1334.41,3599.35718,1331.26,-41.64721,7.62622560501,7.19388114117,14.8201067462
1336.06,3599.32642,1332.92,-41.67773,7.62703452343,7.19512730337,14.8221618268
1337.72,3599.2959,1334.57,-41.70849,7.62783792092,7.19636442157,14.8242023425
1339.37,3599.26514,1336.23,-41.73925,7.62864553668,7.19760749497,14.8262530317
1341.03,3599.23438,1337.89,-41.77002,7.62945250073,7.19884902505,14.8283015258
1342.69,3599.20361,1339.54,-41.80053,7.63025395874,7.20008155043,14.8303355092
1344.34,3599.1731,1341.2,-41.8313,7.63105962642,7.20132001459,14.832379641
1346.0,3599.14233,1342.85,-41.86206,7.63185979794,7.20254950004,14.834409298
1347.65,3599.11157,1344.51,-41.89258,7.6326641734,7.20378491339,14.8364490868
1349.31,3599.08105,1346.17,-41.92334,7.63346790236,7.20501880238,14.8384867047
1350.97,3599.05029,1347.82,-41.9541,7.63426614993,7.2062437514,14.8405099013
1352.62,3599.01953,1349.48,-41.98462,7.63506859288,7.20747461204,14.8425432049
1354.28,3598.98901,1351.13,-42.01538,7.63586556424,7.20869655835,14.8445621226
1355.93,3598.95825,1352.79,-42.0459,7.63666672529,7.20992440548,14.8465911308
1357.59,3598.92773,1354.45,-42.07666,7.63746724499,7.21115074685,14.8486179918
1359.25,3598.89697,1356.1,-42.10717,7.63826230774,7.21236821209,14.8506305198
1360.9,3598.86646,1357.76,-42.13794,7.63906155168,7.21359156201,14.8526531137
1362.56,3598.83569,1359.41,-42.16845,7.63985534837,7.21480606107,14.8546614094
1364.21,3598.80518,1361.07,-42.19922,7.6406533206,7.2160264341,14.8566797547
1365.87,3598.77441,1362.73,-42.22973,7.64145065658,7.21724531963,14.8586959762
1367.53,3598.7439,1364.38,-42.2605,7.64224255982,7.21845539198,14.8606979518
1369.18,3598.71313,1366.04,-42.29101,7.64303863015,7.21967132228,14.8627099524
1370.84,3598.68262,1367.69,-42.32177,7.64382927737,7.22087846432,14.8647077417
1372.49,3598.65186,1369.35,-42.35229,7.64462408606,7.22209145368,14.8667155397
1374.15,3598.62134,1371.01,-42.38281,7.64541826354,7.22330297348,14.868721237
1375.81,3598.59082,1372.66,-42.41357,7.64620703228,7.22450574218,14.8707127745
1377.46,3598.56006,1374.32,-42.44409,7.64699995411,7.22571434232,14.8727142964
1379.12,3598.52954,1375.97,-42.47485,7.64778747674,7.22691421593,14.8747016927
1380.77,3598.49878,1377.63,-42.50537,7.64857914688,7.22811991044,14.8766990573
1382.43,3598.46826,1379.29,-42.53589,7.64937019078,7.229324153,14.8786943438
1384.09,3598.43774,1380.94,-42.5664,7.65015584974,7.23051970569,14.8806755554
1385.74,3598.40723,1382.6,-42.59717,7.65094564787,7.23172106351,14.8826667114
1387.4,3598.37646,1384.25,-42.62768,7.65173007052,7.2329137557,14.8846438262
1389.05,3598.34595,1385.91,-42.6582,7.6525186268,7.23411224258,14.8866308694
1390.71,3598.31543,1387.57,-42.68896,7.65330656175,7.2353092948,14.8886158566
1392.37,3598.28467,1389.22,-42.71948,7.65408913535,7.23649771754,14.8905868529
1394.02,3598.25415,1390.88,-42.75,7.6548758343,7.23769191933,14.8925677536
1395.68,3598.22363,1392.53,-42.78051,7.65565718127,7.23887751556,14.8945346968
1397.33,3598.19312,1394.19,-42.81103,7.65644264809,7.24006888045,14.8965115285
1398.99,3598.1626,1395.85,-42.84179,7.65722749844,7.24125882769,14.8984863261
1400.65,3598.13184,1397.5,-42.87231,7.65800701082,7.24244020503,14.9004472158
1402.3,3598.10132,1399.16,-42.90283,7.65879063482,7.24362733553,14.9024179704
1403.96,3598.0708,1400.81,-42.93335,7.65956893014,7.24480591972,14.9043748499
1405.61,3598.04028,1402.47,-42.96386,7.66035133161,7.24599024679,14.9063415784
1407.27,3598.00977,1404.13,-42.99438,7.66113312141,7.24717317289,14.9083062943
1408.93,3597.97925,1405.78,-43.02514,7.66190959643,7.24834758787,14.9102571843
1410.58,3597.94849,1407.44,-43.05566,7.66269016942,7.24952773033,14.9122178997
1412.24,3597.91797,1409.09,-43.08618,7.66346543683,7.25069938495,14.9141648218
1413.89,3597.88745,1410.75,-43.1167,7.66424479679,7.25187675685,14.9161215536
1415.55,3597.85693,1412.41,-43.14721,7.66502354982,7.25305274418,14.918076294
1417.21,3597.82642,1414.06,-43.17773,7.66579701104,7.25422027837,14.9200172894
1418.86,3597.7959,1415.72,-43.20825,7.66657455669,7.25539351459,14.9219680713
1420.52,3597.76538,1417.37,-43.23877,7.66734681966,7.25655832064,14.9239051403
1422.17,3597.73486,1419.03,-43.26928,7.66812316166,7.25772881859,14.9258519802
1423.83,3597.70435,1420.69,-43.2998,7.66889890142,7.25889794807,14.9277968495
1425.49,3597.67383,1422.34,-43.33032,7.66966937217,7.26005868164,14.9297280538
1427.14,3597.64331,1424.0,-43.36084,7.67044391386,7.26122509197,14.9316690058
1428.8,3597.61279,1425.65,-43.39135,7.6712131956,7.26238312905,14.9335963247
1430.45,3597.58228,1427.31,-43.42212,7.67198654292,7.26354683285,14.9355333758
1432.11,3597.55151,1428.97,-43.45263,7.67275929264,7.26470918401,14.9374684766
1433.77,3597.521,1430.62,-43.48315,7.67352679594,7.26586319572,14.9393899917
1435.42,3597.49048,1432.28,-43.51367,7.6742983568,7.26702285913,14.9413212159
1437.08,3597.45996,1433.93,-43.54419,7.67506468022,7.26817420546,14.9432388857
1438.73,3597.42944,1435.59,-43.5747,7.67583505589,7.26933119352,14.9451662494
1440.39,3597.39893,1437.25,-43.60522,7.67660483852,7.2704868445,14.947091683
1442.05,3597.36841,1438.9,-43.63574,7.67736939715,7.27163421177,14.9490036089
1443.7,3597.33789,1440.56,-43.66626,7.67813800004,7.27278720586,14.9509252059
1445.36,3597.30737,1442.21,-43.69653,7.67890138781,7.27393193831,14.9528333261
1447.01,3597.2771,1443.87,-43.72705,7.67966881456,7.2750822877,14.9547511023
1448.67,3597.24658,1445.53,-43.75757,7.68043565282,7.27623131531,14.9566669681
1450.33,3597.21606,1447.18,-43.78808,7.68119728928,7.2773721142,14.9585694035
1451.98,3597.18555,1448.84,-43.8186,7.68196295678,7.27851851524,14.960481472
1453.64,3597.15503,1450.49,-43.84912,7.68272343132,7.27965670936,14.9623801407
1455.29,3597.12451,1452.15,-43.87964,7.68348793165,7.28080049583,14.9642884275
1456.95,3597.09399,1453.81,-43.91015,7.68425184796,7.28194297555,14.9661948235
1458.61,3597.06348,1455.46,-43.94067,7.6850105845,7.28307728084,14.9680878653
1460.26,3597.03296,1457.12,-43.97119,7.68577333897,7.28421716382,14.9699905028
1461.92,3597.00244,1458.77,-44.00171,7.68653092241,7.28534889388,14.9718798163
1463.57,3596.97192,1460.43,-44.03222,7.68729251855,7.28648619189,14.9737787104
1465.23,3596.94141,1462.09,-44.06274,7.68805353511,7.28762219792,14.975675733
1466.89,3596.91089,1463.74,-44.09326,7.68880939373,7.28875008312,14.9775594769
1468.54,3596.88037,1465.4,-44.12378,7.68956925723,7.28988352173,14.979452779
1470.2,3596.84985,1467.05,-44.15429,7.69032397149,7.29100886073,14.9813328322
1471.85,3596.81934,1468.71,-44.18457,7.69108268542,7.29213974348,14.9832224289
1473.51,3596.78906,1470.37,-44.21509,7.69184082415,7.29326934878,14.9851101729
1475.17,3596.75854,1472.02,-44.2456,7.69259382661,7.29439088615,14.9869847128
1476.82,3596.72803,1473.68,-44.27612,7.69335082098,7.29551795284,14.9888687738
1478.48,3596.69751,1475.33,-44.30664,7.69410268769,7.29663697256,14.9907396603
1480.13,3596.66699,1476.99,-44.33716,7.69485854115,7.29776151203,14.9926200532
1481.79,3596.63647,1478.65,-44.36767,7.69561382373,7.29888478832,14.9944986121
1483.45,3596.60596,1480.3,-44.39819,7.69636399153,7.30000004892,14.9963640404
1485.1,3596.57544,1481.75,-44.4248,7.69702276565,7.30097910067,14.9980018663
1486.55,3596.54883,1483.2,-44.45141,7.69768110608,7.30195719481,14.9996383009
1488.0,3596.52222,1484.86,-44.48193,7.69843426063,7.3030757707,15.0015100313
1489.66,3596.4917,1486.51,-44.51245,7.6991823164,7.30418636963,15.003368686
1491.31,3596.46118,1488.17,-44.54297,7.69993434158,7.30530245618,15.0052367978
1492.97,3596.43066,1489.82,-44.57348,7.70068127646,7.30641058627,15.0070918627
1494.62,3596.40015,1491.48,-44.604,7.70143217565,7.30752419455,15.0089563702
1496.28,3596.36963,1493.14,-44.63452,7.70218251142,7.30863656407,15.0108190755
1497.94,3596.33911,1494.79,-44.66504,7.70292776958,7.30974100773,15.0126687773
1499.59,3596.30859,1496.45,-44.69555,7.70367698441,7.31085091544,15.0145278998
1501.25,3596.27808,1498.1,-44.72583,7.70442113004,7.31195291752,15.0163740476
1502.9,3596.2478,1499.76,-44.75634,7.70516922728,7.31306037429,15.0182296016
1504.56,3596.21729,1501.42,-44.78686,7.70591676528,7.31416660595,15.0200833712
1506.22,3596.18677,1503.07,-44.81738,7.70665924667,7.31526496219,15.0219242089
1507.87,3596.15625,1504.73,-44.8479,7.70740567207,7.3163687591,15.0237744312
1509.53,3596.12573,1506.38,-44.87842,7.70814704922,7.31746470057,15.0256117498
1511.18,3596.09521,1508.04,-44.90893,7.70889236532,7.31856607342,15.0274584387
1512.84,3596.0647,1509.7,-44.93945,7.70963712634,7.31966623457,15.0293033609
1514.5,3596.03418,1511.35,-44.96997,7.71037685159,7.32075857013,15.0311354217
1516.15,3596.00366,1513.01,-45.00049,7.71112050826,7.32185632315,15.0329768314
1517.81,3595.97314,1514.66,-45.03076,7.71185913743,7.32294627031,15.0348054077
1519.46,3595.94287,1516.32,-45.06128,7.71260169301,7.32404162572,15.0366433187
1521.12,3595.91235,1517.98,-45.09179,7.71334369761,7.32513578264,15.0384794803
1522.78,3595.88184,1519.63,-45.12231,7.7140806871,7.32622216316,15.0403028503
1524.43,3595.85132,1521.29,-45.15283,7.7148215955,7.32731393812,15.0421355336
1526.09,3595.8208,1522.94,-45.18335,7.715557497,7.32839795619,15.0439554532
1527.74,3595.79028,1524.6,-45.21386,7.71629731243,7.32948735955,15.045784672
1529.4,3595.75977,1526.26,-45.24438,7.71703658093,7.33057557741,15.0476121583
1531.06,3595.72925,1527.91,-45.2749,7.71777085482,7.33165606747,15.0494269223
1532.71,3595.69873,1529.57,-45.30542,7.71850903519,7.33274192913,15.0512509643
1534.37,3595.66821,1531.22,-45.33593,7.71924222908,7.33382008226,15.0530623113
1536.02,3595.6377,1532.88,-45.36645,7.71997932451,7.33490359792,15.0548829224
1537.68,3595.60718,1534.54,-45.39697,7.72071587702,7.33598594084,15.0567018179
1539.34,3595.57666,1536.19,-45.42724,7.72144745525,7.33706060397,15.0585080592
1540.99,3595.54639,1537.85,-45.45776,7.7221829276,7.33814061605,15.0603235437
1542.65,3595.51587,1539.5,-45.48828,7.72291343375,7.33921296736,15.0621264011
1544.3,3595.48535,1541.16,-45.5188,7.72364782909,7.34029065861,15.0639384877
1545.96,3595.45483,1542.82,-45.54931,7.7243816855,7.34136718969,15.0657488752
1547.62,3595.42432,1544.47,-45.57983,7.72511058779,7.34243608841,15.0675466762
1549.27,3595.3938,1546.13,-45.61035,7.72584337192,7.34351031358,15.0693536855
1550.93,3595.36328,1547.78,-45.64087,7.72657120995,7.34457692519,15.0711481351
1552.58,3595.33276,1549.44,-45.67138,7.72730292493,7.34564885431,15.0729517792
1554.24,3595.30225,1551.1,-45.7019,7.7280341049,7.34671963563,15.0747537405
1555.9,3595.27173,1552.75,-45.73242,7.72876035075,7.34778283144,15.0765431822
1557.55,3595.24121,1554.41,-45.76294,7.72949046624,7.34885133139,15.0783417976
1559.21,3595.21069,1556.06,-45.79345,7.73021565557,7.34991226441,15.08012792
1560.86,3595.18018,1557.72,-45.82397,7.73094470968,7.35097849269,15.0819232024
1562.52,3595.14966,1559.38,-45.85449,7.73167323266,7.35204358535,15.083716818
1564.18,3595.11914,1561.03,-45.88501,7.73239684137,7.35310113878,15.0854979801
1565.83,3595.08862,1562.69,-45.91552,7.73312430759,7.35416397422,15.0872882818
1567.49,3595.05811,1564.34,-45.94604,7.73384686742,7.35521928878,15.0890661562
1569.14,3595.02759,1566.0,-45.97656,7.73457327995,7.35627987655,15.0908531565
1570.8,3594.99707,1567.66,-46.00708,7.73529916518,7.35733934066,15.0926385058
1572.46,3594.96655,1569.31,-46.03759,7.73602015582,7.35839131129,15.0944114671
1574.11,3594.93604,1570.97,-46.06811,7.73674499192,7.35944854196,15.0961935339
1575.77,3594.90552,1572.62,-46.09863,7.73746494127,7.36049829727,15.0979632385
1577.42,3594.875,1574.28,-46.12915,7.73818873128,7.36155330388,15.0997420352
1579.08,3594.84448,1575.94,-46.15967,7.73891199779,7.36260719863,15.1015191964
1580.74,3594.81396,1577.59,-46.19018,7.73963038925,7.36365364509,15.1032840343
1582.39,3594.78345,1579.25,-46.2207,7.74035261419,7.36470532978,15.105057944
1584.05,3594.75293,1580.9,-46.25122,7.74106997184,7.3657495841,15.1068195559
1585.7,3594.72241,1582.56,-46.28174,7.74179115819,7.36679906799,15.1085902262
1587.36,3594.69189,1584.22,-46.31225,7.74251182481,7.36784745162,15.1103592764
1589.02,3594.66138,1585.87,-46.34301,7.74322763576,7.36888843162,15.1121160674
1590.67,3594.63062,1587.53,-46.37353,7.74394726828,7.36993462823,15.1138818965
1592.33,3594.6001,1589.18,-46.40405,7.74466205283,7.37097343891,15.1156354917
1593.98,3594.56958,1590.84,-46.43457,7.7453806542,7.3720174576,15.1173981118
1595.64,3594.53906,1592.5,-46.46509,7.74609873956,7.37306038745,15.119159127
1597.3,3594.50854,1594.15,-46.4956,7.74681198846,7.37409595781,15.1209079463
1598.95,3594.47803,1595.81,-46.52612,7.7475290471,7.3751367233,15.1226657704
1600.61,3594.44751,1597.46,-46.55664,7.74824127694,7.37617014681,15.1244114238
1602.26,3594.41699,1599.12,-46.58716,7.74895731179,7.37720875692,15.1261660687
1603.92,3594.38647,1600.78,-46.61792,7.74967283431,7.37824628944,15.1279191237
1605.58,3594.35571,1602.43,-46.64843,7.75038353945,7.37927650609,15.1296600455
1607.23,3594.3252,1604.09,-46.67895,7.75109804256,7.38031189658,15.1314099391
1608.89,3594.29468,1605.74,-46.70947,7.75180773588,7.3813399885,15.1331477244
1610.54,3594.26416,1607.4,-46.73999,7.75252122249,7.38237324578,15.1348944683
1612.2,3594.23364,1609.06,-46.77051,7.75323420039,7.38340543654,15.1366396369
1613.86,3594.20312,1610.71,-46.80127,7.75394237985,7.38443035456,15.1383727344
1615.51,3594.17236,1612.37,-46.83178,7.75465434558,7.38546042526,15.1401147708
1617.17,3594.14185,1614.02,-46.86279,7.75536152039,7.38648324033,15.1418447607
1618.82,3594.11084,1615.68,-46.89355,7.75607247681,7.38751119967,15.1435836765
1620.48,3594.08008,1617.34,-46.92456,7.75678292814,7.3885381034,15.1453210315
1622.14,3594.04907,1618.99,-46.95556,7.7574885998,7.38955777701,15.1470463768
1623.79,3594.01807,1620.65,-46.98657,7.7581980461,7.39058258232,15.1487806284
1625.45,3593.98706,1622.3,-47.01758,7.75890272022,7.39160017442,15.1505028946
